ranker,sigma,n,rel_size,count4,latency_1,loop_1,stream_1,latency_6,loop_6,stream_6,latency_12,loop_12,stream_12
"Ranker<BinaryBlock16x2>",2,2147483648,1.067,0,83.84,18.71,8.40,14.30,5.13,2.60,7.38,3.89,2.52
"Ranker<BinaryBlock16>",2,2147483648,1.033,0,86.33,22.79,8.92,14.79,6.26,2.61,7.64,4.57,2.51
"Ranker<BinaryBlock16Spider>",2,2147483648,1.033,0,84.44,27.33,17.62,14.88,7.21,3.18,7.74,4.95,2.72
"RSQVector<RSSupportPlain>",4,1073741824,1.125,1,98.75,95.08,26.67,18.39,18.07,7.48,12.88,13.48,6.12
"RSQVector<RSSupportPlain>",4,1073741824,1.125,0,91.13,47.78,15.79,17.56,11.62,6.28,10.99,9.03,5.22
"RSQVector<RSSupportPlain<512>>",4,1073741824,1.063,1,117.68,116.89,50.81,22.28,22.12,12.19,14.38,14.40,11.11
"RSQVector<RSSupportPlain<512>>",4,1073741824,1.063,0,93.44,72.34,26.03,18.44,14.47,9.14,11.02,10.70,7.56
"FlatTextWithRankSupport<i64>",4,1073741824,2.669,1,91.58,24.14,26.56,15.78,6.01,5.16,8.20,4.83,4.99
"FlatTextWithRankSupport<i64>",4,1073741824,2.669,0,82.06,18.30,10.69,13.87,4.16,2.64,7.25,3.89,2.57
"FlatTextWithRankSupport<i64, Block512>",4,1073741824,2.066,1,114.31,99.65,38.08,22.95,20.88,10.26,12.95,12.00,8.50
"FlatTextWithRankSupport<i64, Block512>",4,1073741824,2.066,0,90.50,42.73,14.25,15.46,7.75,2.80,8.28,6.17,2.75
"CondensedTextWithRankSupport<i64>",4,1073741824,1.502,1,87.90,51.44,18.81,17.55,13.67,5.04,10.25,10.21,4.93
"CondensedTextWithRankSupport<i64>",4,1073741824,1.502,0,86.02,26.16,16.07,15.93,6.94,4.94,8.54,6.13,4.77
"CondensedTextWithRankSupport<i64, Block512>",4,1073741824,1.064,1,102.55,102.16,36.52,20.44,20.49,8.86,11.55,11.54,7.56
"CondensedTextWithRankSupport<i64, Block512>",4,1073741824,1.064,0,95.70,41.83,25.61,18.42,10.89,8.50,9.89,8.50,6.51
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,1073741824,2.000,1,87.66,22.50,7.51,14.89,6.30,2.57,7.67,4.42,2.55
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,1073741824,2.000,0,82.46,17.25,7.51,14.13,4.99,2.73,7.27,4.01,2.72
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,1073741824,1.333,1,88.19,28.90,8.33,14.97,5.96,2.65,7.82,4.93,2.53
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,1073741824,1.333,0,84.23,21.76,7.64,14.28,5.23,2.55,7.39,4.31,2.53
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,1073741824,1.144,1,89.08,42.41,9.65,15.54,8.04,2.59,8.13,6.27,2.55
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,1073741824,1.144,0,85.19,24.84,9.23,14.83,6.61,2.62,7.68,4.88,2.53
"RSNarrow",2,4294967296,1.250,0,96.67,22.27,15.79,18.15,7.44,6.11,9.72,5.75,5.47
"RSWide",2,4294967296,1.031,0,90.77,38.51,16.54,16.16,8.41,5.85,8.80,7.29,4.89
"CondensedTextWithRankSupport<i64>",2,4294967296,1.502,0,85.49,18.64,16.27,15.57,5.72,5.16,8.45,4.96,4.86
"CondensedTextWithRankSupport<i64, Block512>",2,4294967296,1.064,0,90.68,30.76,16.35,16.28,7.61,4.61,8.70,5.84,4.44
"RankSelect101111",2,4294967296,1.031,0,86.71,25.17,21.07,15.83,7.10,5.11,9.60,5.64,4.47
"Rank9",2,4294967296,1.250,0,84.57,16.66,14.62,15.44,5.54,4.91,8.39,4.98,4.79
"RankSmall<1, 9>",2,4294967296,1.125,0,87.05,20.75,14.26,15.90,6.46,4.83,8.62,5.30,4.64
"RankSmall<2, 9>",2,4294967296,1.188,0,86.45,18.61,16.06,15.90,6.39,5.33,8.56,5.45,5.00
"RankSmall<1, 10>",2,4294967296,1.063,0,87.71,26.49,20.36,17.34,9.78,5.64,9.15,6.57,5.03
"RankSmall<1, 11>",2,4294967296,1.031,0,88.15,32.21,22.69,17.15,10.04,5.70,9.10,7.03,4.90
"RankSmall<3, 13>",2,4294967296,1.016,0,89.94,44.00,31.55,16.79,10.23,7.01,9.53,8.30,7.26
"Ranker<BinaryBlock64x2>",2,4294967296,1.333,0,85.45,16.34,7.55,14.48,5.23,2.68,7.42,3.76,2.57
"Ranker<BinaryBlock32x2>",2,4294967296,1.143,0,85.69,19.32,7.63,14.42,5.75,2.59,7.43,4.12,2.63
"Ranker<BinaryBlock16x2>",2,4294967296,1.067,0,85.53,18.80,8.74,14.53,4.97,2.64,7.52,3.92,2.56
"Ranker<BinaryBlock16>",2,4294967296,1.033,0,88.24,23.14,9.24,14.95,6.41,2.67,7.72,4.65,2.57
"Ranker<BinaryBlock16Spider>",2,4294967296,1.033,0,86.36,27.57,17.67,15.13,7.21,3.39,7.86,5.01,2.75
"RSQVector<RSSupportPlain>",4,2147483648,1.125,1,98.67,95.64,27.03,18.61,18.32,7.74,13.11,13.76,6.20
"RSQVector<RSSupportPlain>",4,2147483648,1.125,0,90.87,47.18,15.93,17.45,11.53,6.53,11.09,9.07,5.39
"RSQVector<RSSupportPlain<512>>",4,2147483648,1.063,1,120.96,119.98,51.53,23.84,23.12,12.41,14.94,14.93,11.39
"RSQVector<RSSupportPlain<512>>",4,2147483648,1.063,0,95.81,75.30,26.78,19.45,15.42,9.67,11.71,11.32,7.92
"FlatTextWithRankSupport<i64>",4,2147483648,2.669,1,91.93,24.19,26.83,15.85,6.25,5.22,8.38,4.89,5.05
"FlatTextWithRankSupport<i64>",4,2147483648,2.669,0,82.84,18.41,10.70,13.97,4.18,2.68,7.40,4.04,2.60
"FlatTextWithRankSupport<i64, Block512>",4,2147483648,2.066,1,115.66,102.05,38.58,23.19,21.01,10.13,13.20,12.16,8.62
"FlatTextWithRankSupport<i64, Block512>",4,2147483648,2.066,0,91.42,43.28,14.27,15.57,7.83,3.39,8.41,6.28,2.78
"CondensedTextWithRankSupport<i64>",4,2147483648,1.502,1,88.70,51.83,18.88,18.18,14.57,5.09,10.34,10.32,5.02
"CondensedTextWithRankSupport<i64>",4,2147483648,1.502,0,86.74,26.27,16.35,15.92,7.08,5.25,8.60,6.19,4.86
"CondensedTextWithRankSupport<i64, Block512>",4,2147483648,1.064,1,104.50,104.09,37.29,21.45,21.38,9.40,12.11,12.10,7.91
"CondensedTextWithRankSupport<i64, Block512>",4,2147483648,1.064,0,97.08,42.72,26.28,19.01,11.38,8.97,10.29,8.90,6.96
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,2147483648,2.000,1,88.43,22.69,7.57,14.99,6.71,2.61,7.72,4.47,2.58
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,2147483648,2.000,0,83.24,17.28,7.58,14.24,5.11,2.61,7.32,3.74,2.63
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,2147483648,1.333,1,89.17,29.18,8.43,15.12,6.06,2.76,8.54,4.99,2.57
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,2147483648,1.333,0,85.24,21.76,7.73,14.51,5.13,2.60,7.47,4.33,2.57
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,2147483648,1.144,1,90.14,42.94,9.78,15.88,7.94,2.65,8.22,6.38,2.60
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,2147483648,1.144,0,86.29,24.95,9.47,15.02,6.41,2.65,7.74,4.94,2.67
"RSNarrow",2,8589934592,1.250,0,98.63,23.09,16.43,18.60,7.62,6.14,10.35,5.98,5.39
"RSWide",2,8589934592,1.031,0,95.90,42.71,17.29,17.75,10.27,6.29,9.66,8.22,5.14
"CondensedTextWithRankSupport<i64>",2,8589934592,1.502,0,85.78,18.74,16.45,15.63,5.70,5.08,8.63,5.01,4.91
"CondensedTextWithRankSupport<i64, Block512>",2,8589934592,1.064,0,91.35,30.94,17.05,16.55,7.66,4.95,9.06,6.19,4.74
"RankSelect101111",2,8589934592,1.031,0,86.70,25.22,21.55,16.13,7.39,5.64,8.73,5.98,4.99
"Rank9",2,8589934592,1.250,0,85.02,16.77,14.84,15.54,5.66,4.98,8.45,5.04,4.86
"RankSmall<1, 9>",2,8589934592,1.125,0,87.73,20.89,14.63,16.01,6.34,5.00,8.73,5.42,4.80
"RankSmall<2, 9>",2,8589934592,1.188,0,86.96,18.69,16.38,15.95,6.35,5.33,8.63,5.57,5.12
"RankSmall<1, 10>",2,8589934592,1.063,0,88.57,26.83,20.66,17.43,9.77,5.87,9.25,6.67,5.29
"RankSmall<1, 11>",2,8589934592,1.031,0,88.24,32.19,23.03,17.85,11.35,6.24,9.40,7.46,5.37
"RankSmall<3, 13>",2,8589934592,1.016,0,92.49,46.11,33.20,18.37,11.59,7.92,10.44,9.18,7.73
"Ranker<BinaryBlock64x2>",2,8589934592,1.333,0,86.05,16.35,7.61,14.55,5.15,2.61,7.46,3.78,2.59
"Ranker<BinaryBlock32x2>",2,8589934592,1.143,0,86.44,19.38,7.66,14.51,5.61,2.89,7.61,4.13,2.59
"Ranker<BinaryBlock16x2>",2,8589934592,1.067,0,86.48,18.75,8.98,14.79,4.88,2.67,7.91,3.93,2.59
"Ranker<BinaryBlock16>",2,8589934592,1.033,0,88.91,23.85,9.43,15.03,6.38,2.69,7.77,4.69,2.60
"Ranker<BinaryBlock16Spider>",2,8589934592,1.033,0,86.81,27.70,17.71,15.19,7.33,3.44,7.98,5.05,2.77
"RSQVector<RSSupportPlain>",4,4294967296,1.125,1,99.36,96.37,27.33,18.78,18.53,7.92,13.53,14.12,6.32
"RSQVector<RSSupportPlain>",4,4294967296,1.125,0,91.53,47.48,16.35,17.32,11.25,6.67,11.28,9.17,5.50
"RSQVector<RSSupportPlain<512>>",4,4294967296,1.063,1,119.96,119.12,51.32,23.49,23.41,12.72,15.06,15.33,11.35
"RSQVector<RSSupportPlain<512>>",4,4294967296,1.063,0,94.79,74.90,26.91,19.28,15.42,9.91,11.75,11.53,8.01
"FlatTextWithRankSupport<i64>",4,4294967296,2.669,1,94.11,25.02,27.10,16.21,6.29,5.24,8.54,4.96,5.08
"FlatTextWithRankSupport<i64>",4,4294967296,2.669,0,84.91,18.97,10.97,14.32,4.42,2.68,7.57,4.04,2.60
"FlatTextWithRankSupport<i64, Block512>",4,4294967296,2.066,1,117.62,101.49,38.70,23.47,21.12,10.11,13.88,13.03,8.68
"FlatTextWithRankSupport<i64, Block512>",4,4294967296,2.066,0,92.42,43.74,14.44,15.75,7.93,2.85,8.83,6.56,2.88
"CondensedTextWithRankSupport<i64>",4,4294967296,1.502,1,88.98,52.00,19.02,18.37,14.82,5.31,10.62,10.59,5.09
"CondensedTextWithRankSupport<i64>",4,4294967296,1.502,0,86.97,26.31,16.48,15.91,7.36,5.08,8.92,6.40,4.91
"CondensedTextWithRankSupport<i64, Block512>",4,4294967296,1.064,1,104.67,104.33,35.56,21.68,21.69,9.62,12.34,12.31,7.94
"CondensedTextWithRankSupport<i64, Block512>",4,4294967296,1.064,0,97.37,42.88,26.16,19.10,11.64,9.25,10.45,9.03,7.17
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,4294967296,2.000,1,89.11,22.83,7.59,15.03,6.67,2.74,7.94,4.55,2.59
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,4294967296,2.000,0,83.85,17.33,7.59,14.27,5.05,2.62,7.55,3.90,2.59
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,4294967296,1.333,1,89.99,29.47,8.48,15.19,6.04,2.62,7.93,5.02,2.59
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,4294967296,1.333,0,86.18,21.85,7.79,14.56,5.34,2.62,7.52,4.34,2.59
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,4294967296,1.144,1,90.96,43.42,9.86,15.99,7.96,2.68,8.38,6.50,2.63
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,4294967296,1.144,0,87.26,25.07,9.54,15.09,6.49,2.68,7.95,5.04,2.61
"RSNarrow",2,17179869184,1.250,0,100.64,23.51,16.96,18.89,7.78,6.16,10.08,5.94,5.44
"RSWide",2,17179869184,1.031,0,99.14,44.71,17.65,18.66,11.36,6.48,10.21,8.74,5.37
"CondensedTextWithRankSupport<i64>",2,17179869184,1.502,0,88.95,19.53,17.03,16.17,5.60,5.37,8.90,5.08,4.97
"CondensedTextWithRankSupport<i64, Block512>",2,17179869184,1.064,0,93.98,32.06,17.94,17.31,8.82,5.32,9.45,6.49,4.95
"RankSelect101111",2,17179869184,1.031,0,87.56,25.63,21.81,16.40,7.67,5.92,9.05,6.29,5.28
"Rank9",2,17179869184,1.250,0,85.31,16.83,14.94,15.60,5.58,5.01,8.62,5.10,4.89
"RankSmall<1, 9>",2,17179869184,1.125,0,88.12,20.95,14.83,16.06,6.40,4.97,8.92,5.58,4.86
"RankSmall<2, 9>",2,17179869184,1.188,0,87.26,18.69,16.46,15.97,6.26,5.45,8.76,5.62,5.17
"RankSmall<1, 10>",2,17179869184,1.063,0,89.06,27.04,20.84,17.36,9.47,5.97,9.36,6.74,5.41
"RankSmall<1, 11>",2,17179869184,1.031,0,89.01,32.66,23.24,17.60,10.20,6.29,9.57,7.59,5.58
"RankSmall<3, 13>",2,17179869184,1.016,0,94.67,47.65,34.06,18.70,12.48,8.14,10.95,9.69,8.35
"Ranker<BinaryBlock64x2>",2,17179869184,1.333,0,86.33,16.35,7.62,14.57,4.56,2.69,7.81,3.97,2.60
"Ranker<BinaryBlock32x2>",2,17179869184,1.143,0,86.77,19.37,7.68,14.54,5.45,2.61,7.75,4.31,2.63
"Ranker<BinaryBlock16x2>",2,17179869184,1.067,0,88.02,18.91,9.19,14.86,4.53,2.67,7.97,4.19,2.60
"Ranker<BinaryBlock16>",2,17179869184,1.033,0,90.27,24.57,9.62,15.05,5.96,2.69,8.18,4.84,2.61
"Ranker<BinaryBlock16Spider>",2,17179869184,1.033,0,87.99,28.01,17.75,15.24,7.27,3.40,8.17,5.13,2.80
"RSQVector<RSSupportPlain>",4,8589934592,1.125,1,100.73,97.66,27.31,18.90,19.05,8.11,13.79,14.43,6.54
"RSQVector<RSSupportPlain>",4,8589934592,1.125,0,92.76,48.05,16.43,17.43,11.70,6.77,11.47,9.33,5.60
"RSQVector<RSSupportPlain<512>>",4,8589934592,1.063,1,121.89,121.03,51.72,23.93,23.73,12.85,15.27,15.25,11.51
"RSQVector<RSSupportPlain<512>>",4,8589934592,1.063,0,96.20,76.65,27.35,19.35,15.63,10.11,11.97,11.61,8.14
"FlatTextWithRankSupport<i64>",4,8589934592,2.669,1,98.20,30.93,36.56,16.85,6.66,7.25,9.10,5.37,6.07
"FlatTextWithRankSupport<i64>",4,8589934592,2.669,0,89.31,26.12,26.68,14.94,5.63,4.50,7.78,4.77,3.26
"FlatTextWithRankSupport<i64, Block512>",4,8589934592,2.066,1,137.79,116.97,49.77,26.50,23.46,10.94,15.24,14.32,9.39
"FlatTextWithRankSupport<i64, Block512>",4,8589934592,2.066,0,98.64,50.54,28.66,16.93,9.61,5.27,9.14,7.39,4.14
"CondensedTextWithRankSupport<i64>",4,8589934592,1.502,1,92.83,54.41,20.23,18.20,14.27,5.39,10.77,10.84,5.17
"CondensedTextWithRankSupport<i64>",4,8589934592,1.502,0,90.18,27.43,16.99,16.60,7.31,5.26,9.16,6.56,4.99
"CondensedTextWithRankSupport<i64, Block512>",4,8589934592,1.064,1,106.51,106.05,35.98,21.96,21.98,9.78,12.70,12.61,8.19
"CondensedTextWithRankSupport<i64, Block512>",4,8589934592,1.064,0,99.44,43.69,26.80,19.39,11.72,9.47,10.69,9.22,7.45
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,8589934592,2.000,1,92.18,23.79,7.78,15.56,6.79,2.63,8.24,4.66,2.59
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,8589934592,2.000,0,87.13,18.36,7.79,14.80,5.55,2.70,7.87,4.09,2.59
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,8589934592,1.333,1,91.14,29.91,8.53,15.23,6.16,2.75,8.26,5.18,2.59
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,8589934592,1.333,0,87.43,22.06,7.94,14.58,5.26,2.62,7.88,4.65,2.60
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,8589934592,1.144,1,92.56,44.07,9.86,16.07,7.93,2.67,8.47,6.57,2.63
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,8589934592,1.144,0,88.67,25.40,9.57,15.15,6.12,2.67,8.07,5.10,2.61
"RSNarrow",2,34359738368,1.250,0,103.70,24.79,18.22,19.10,7.56,6.33,10.96,6.00,5.48
"RSWide",2,34359738368,1.031,0,104.31,47.23,18.82,19.37,10.99,6.54,10.44,9.04,5.51
"CondensedTextWithRankSupport<i64>",2,34359738368,1.502,0,95.73,21.63,19.24,17.33,6.21,5.64,9.64,5.49,5.57
"CondensedTextWithRankSupport<i64, Block512>",2,34359738368,1.064,0,98.54,33.75,19.63,18.29,9.53,5.76,9.87,6.95,5.56
"RankSelect101111",2,34359738368,1.031,0,91.59,26.91,22.16,17.04,8.29,6.03,9.31,6.49,5.42
"Rank9",2,34359738368,1.250,0,89.42,17.75,15.28,16.17,5.68,5.04,8.92,5.23,4.92
"RankSmall<1, 9>",2,34359738368,1.125,0,91.78,22.00,15.20,16.67,7.00,5.02,9.16,5.78,4.92
"RankSmall<2, 9>",2,34359738368,1.188,0,90.88,19.49,16.81,16.39,6.37,5.40,9.01,5.70,5.20
"RankSmall<1, 10>",2,34359738368,1.063,0,92.81,28.03,21.20,17.73,9.50,6.03,9.52,6.81,5.52
"RankSmall<1, 11>",2,34359738368,1.031,0,92.93,33.99,23.68,18.19,10.91,6.59,9.71,7.65,5.71
"RankSmall<3, 13>",2,34359738368,1.016,0,96.60,48.54,34.79,19.39,12.62,8.62,11.00,9.76,8.22
"Ranker<BinaryBlock64x2>",2,34359738368,1.333,0,91.02,17.59,7.91,15.50,6.25,2.64,9.20,4.12,2.60
"Ranker<BinaryBlock32x2>",2,34359738368,1.143,0,90.67,20.55,8.01,15.23,6.44,2.64,8.08,4.51,2.60
"Ranker<BinaryBlock16x2>",2,34359738368,1.067,0,92.48,20.59,9.75,15.90,5.92,2.71,8.27,4.37,2.63
"Ranker<BinaryBlock16>",2,34359738368,1.033,0,94.66,26.01,10.12,16.13,6.87,2.73,8.46,4.96,2.63
"Ranker<BinaryBlock16Spider>",2,34359738368,1.033,0,92.19,29.39,17.82,15.94,7.41,3.25,8.38,5.21,2.81
"RSQVector<RSSupportPlain>",4,17179869184,1.125,1,104.91,101.84,28.30,19.73,19.44,8.12,14.08,14.73,6.79
"RSQVector<RSSupportPlain>",4,17179869184,1.125,0,95.92,49.91,16.94,18.03,12.30,6.87,11.75,9.56,5.68
"RSQVector<RSSupportPlain<512>>",4,17179869184,1.063,1,126.14,125.36,53.00,24.53,24.53,13.37,15.48,15.49,11.93
"RSQVector<RSSupportPlain<512>>",4,17179869184,1.063,0,99.28,78.98,28.24,19.75,15.80,10.07,12.17,11.81,8.28
"FlatTextWithRankSupport<i64>",4,17179869184,2.669,1,101.82,34.73,37.18,17.62,7.33,6.98,9.16,5.75,6.30
"FlatTextWithRankSupport<i64>",4,17179869184,2.669,0,92.03,29.38,25.70,15.69,6.28,4.38,8.15,5.36,3.28
"FlatTextWithRankSupport<i64, Block512>",4,17179869184,2.066,1,154.08,120.59,49.32,29.89,24.54,10.97,16.90,15.30,10.22
"FlatTextWithRankSupport<i64, Block512>",4,17179869184,2.066,0,101.02,51.30,27.59,17.85,10.03,5.20,9.68,7.91,4.21
"CondensedTextWithRankSupport<i64>",4,17179869184,1.502,1,100.30,59.55,23.86,20.64,16.66,5.75,11.56,11.81,5.72
"CondensedTextWithRankSupport<i64>",4,17179869184,1.502,0,94.61,29.63,19.18,18.20,9.08,5.61,9.82,7.05,5.54
"CondensedTextWithRankSupport<i64, Block512>",4,17179869184,1.064,1,113.17,112.67,39.67,23.70,23.58,10.64,13.54,13.27,8.94
"CondensedTextWithRankSupport<i64, Block512>",4,17179869184,1.064,0,104.06,45.73,29.29,20.94,12.38,10.04,11.60,9.64,8.18
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,17179869184,2.000,1,94.27,24.49,8.05,16.43,7.24,2.64,8.53,4.76,2.63
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,17179869184,2.000,0,89.89,19.39,8.01,15.69,6.60,2.75,8.16,4.22,2.60
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,17179869184,1.333,1,93.59,30.96,8.85,16.16,6.86,2.82,8.54,5.31,2.61
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,17179869184,1.333,0,89.71,23.46,8.50,15.50,6.36,2.69,8.19,4.88,2.62
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,17179869184,1.144,1,96.23,46.43,10.67,16.97,9.13,3.13,8.85,6.89,2.71
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,17179869184,1.144,0,92.28,27.13,10.80,16.23,7.24,2.75,8.50,5.36,2.68
